GeoFips,GeoName,LineCode,Description,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1
20000,Kansas,2,"Population (midperiod, persons) 1/",2909969,2908884,2909483,2910596,2910653,2910913,2912019,2912910,2912772,2912921,2913967,2914866,2914836
20000,Kansas,3,Per capita personal income (dollars) 2/,48517,48659,48841,49522,50742,51235,51619,52280,52661,53003,53800,54336,54589
21000,Kentucky,1,"Personal income (millions of dollars, seasonally adjusted)",180376.6,181500.7,183004.2,185537.1,187384.8,189337.2,190292.7,191855,194268.9,195650.3,197269.9,199120.3,200213
21000,Kentucky,2,"Population (midperiod, persons) 1/",4447574,4450352,4453940,4456790,4458156,4459844,4462524,4464727,4465453,4466631,4468876,4470743,4471574
21000,Kentucky,3,Per capita personal income (dollars) 2/,40556,40783,41088,41630,42032,42454,42642,42971,43505,43803,44143,44539,44775
22000,Louisiana,1,"Personal income (millions of dollars, seasonally adjusted)",203177.1,203649.5,205505.8,208577.3,211672.6,215013,216206.3,219062.8,221782.1,222479.5,223568.6,224918.7,226135
22000,Louisiana,2,"Population (midperiod, persons) 1/",4674167,4671380,4669887,4667922,4664235,4660889,4659002,4656954,4653234,4649954,4648097,4646040,4642505
22000,Louisiana,3,Per capita personal income (dollars) 2/,43468,43595,44007,44683,45382,46131,46406,47040,47662,47846,48099,48411,48710
23000,Maine,1,"Personal income (millions of dollars, seasonally adjusted)",61311.8,61603.1,62443.6,63335.3,64478.5,65226.4,65918.7,66192.9,67632.5,68300,68902.3,69674.4,70206.1
23000,Maine,2,"Population (midperiod, persons) 1/",1333571,1334151,1335384,1336730,1337527,1338451,1339911,1341418,1342392,1343509,1345038,1346487,1347508
23000,Maine,3,Per capita personal income (dollars) 2/,45976,46174,46761,47381,48207,48733,49196,49345,50382,50837,51227,51745,52101
24000,Maryland,1,"Personal income (millions of dollars, seasonally adjusted)",360105.1,362146.5,365118.3,370933.4,377588.4,381334.7,385095.8,387296.6,392382.5,396451.6,398349.9,402148.3,404386.7
24000,Maryland,2,"Population (midperiod, persons) 1/",6017267,6021192,6026324,6030325,6032122,6034169,6037973,6041368,6042576,6044224,6047865,6051298,6052749
24000,Maryland,3,Per capita personal income (dollars) 2/,59845,60145,60587,61511,62596,63196,63779,64107,64936,65592,65866,66457,66810
25000,Massachusetts,1,"Personal income (millions of dollars, seasonally adjusted)",459758.1,464597.1,470859.4,477984.3,488066.5,492372.7,497289,501330.4,512900.3,516985.4,516877.6,520516.4,523574.7
25000,Massachusetts,2,"Population (midperiod, persons) 1/",6847090,6854982,6863600,6870253,6874580,6879467,6884806,6888127,6889164,6890921,6895378,6900052,6901671
25000,Massachusetts,3,Per capita personal income (dollars) 2/,67146,67775,68602,69573,70996,71571,72230,72782,74450,75024,74960,75437,75862
26000,Michigan,1,"Personal income (millions of dollars, seasonally adjusted)",457271.8,458599.8,461279.1,468791.4,478626.8,481376.7,486478.7,489637.2,494996,500461.4,504394.6,508906.2,508542.8
26000,Michigan,2,"Population (midperiod, persons) 1/",9966272,9970006,9975978,9980326,9981005,9982353,9985897,9988067,9986613,9986071,9988859,9991363,9990377
26000,Michigan,3,Per capita personal income (dollars) 2/,45882,45998,46239,46972,47954,48223,48717,49022,49566,50116,50496,50935,50903
27000,Minnesota,1,"Personal income (millions of dollars, seasonally adjusted)",303737.3,304002.1,304708.5,310732.2,316249,321074.8,324795.7,328790.8,331025.5,334335.2,339388.5,341639.9,343856.3
27000,Minnesota,2,"Population (midperiod, persons) 1/",5550627,5560545,5572018,5582852,5591646,5600963,5611187,5620235,5627339,5635113,5644513,5653499,5660854
27000,Minnesota,3,Per capita personal income (dollars) 2/,54721,54671,54685,55658,56557,57325,57884,58501,58825,59331,60127,60430,60743
28000,Mississippi,1,"Personal income (millions of dollars, seasonally adjusted)",108219.8,108002.2,108797.2,109977.7,111496,112690.3,113203,114577.4,115903.4,116316,117856.5,118767.6,119415.6
28000,Mississippi,2,"Population (midperiod, persons) 1/",2988797,2988376,2988022,2986651,2984184,2981867,2980861,2980091,2978279,2976657,2976114,2975602,2973949
28000,Mississippi,3,Per capita personal income (dollars) 2/,36208,36141,36411,36823,37362,37792,37977,38448,38916,39076,39601,39914,40154
29000,Missouri,1,"Personal income (millions of dollars, seasonally adjusted)",276235.6,277982.8,279791.6,283723.8,287932.1,292278.6,293276.6,296564.1,300167.2,302447.3,306002.5,308154.1,309757.7
29000,Missouri,2,"Population (midperiod, persons) 1/",6100289,6104025,6109429,6114160,6116610,6119523,6124482,6129313,6131937,6135173,6140213,6144961,6147827
29000,Missouri,3,Per capita personal income (dollars) 2/,45282,45541,45797,46404,47074,47762,47886,48385,48951,49297,49836,50147,50385
30000,Montana,1,"Personal income (millions of dollars, seasonally adjusted)",47049.4,47560.4,47810.3,48451.4,49699.4,50260.6,50632.4,51406.4,51533.3,51957.6,52953.6,53519.2,53719.6
30000,Montana,2,"Population (midperiod, persons) 1/",1048308,1050988,1053661,1055888,1057714,1059591,1061827,1064024,1065828,1067712,1069950,1072125,1073987
30000,Montana,3,Per capita personal income (dollars) 2/,44881,45253,45375,45887,46988,47434,47684,48313,48350,48663,49492,49919,50019
31000,Nebraska,1,"Personal income (millions of dollars, seasonally adjusted)",95898.4,96974.7,97170.5,98560.6,101707.1,102119.1,102474.4,104736.7,104334,105003.1,107240.8,108397.7,109187.7
31000,Nebraska,2,"Population (midperiod, persons) 1/",1912349,1914590,1917418,1920143,1922164,1924332,1926971,1929413,1931217,1933213,1935751,1938198,1940099
31000,Nebraska,3,Per capita personal income (dollars) 2/,50147,50650,50678,51330,52913,53067,53179,54284,54025,54315,55400,55927,56279
32000,Nevada,1,"Personal income (millions of dollars, seasonally adjusted)",136797.2,138332.7,140640.3,142023.8,146560.5,147702.1,150068.6,152543.5,154286.3,156099.7,157553.8,159486.1,159877.6
32000,Nevada,2,"Population (midperiod, persons) 1/",2950898,2963355,2977585,2992465,3006262,3020133,3034399,3048058,3060689,3073475,3087273,3101029,3113952
32000,Nevada,3,Per capita personal income (dollars) 2/,46358,46681,47233,47460,48752,48906,49456,50046,50409,50789,51033,51430,51342
33000,New Hampshire,1,"Personal income (millions of dollars, seasonally adjusted)",77583.7,78053.9,79566.3,80084.3,82277.5,82696,83698.2,83898.7,86440.8,86689.8,86863.1,87157.7,87518.6
33000,New Hampshire,2,"Population (midperiod, persons) 1/",1346535,1347927,1349552,1350925,1351810,1352824,1354431,1356184,1357436,1358876,1360679,1362446,1363764
33000,New Hampshire,3,Per capita personal income (dollars) 2/,57617,57907,58958,59281,60865,61128,61796,61864,63679,63795,63838,63971,64174
34000,New Jersey,1,"Personal income (millions of dollars, seasonally adjusted)",567909.2,573508.2,579487.9,587416.9,599868.4,605083,612040.8,614545.7,624222.4,629535.1,633122.7,635173.8,638077.1
34000,New Jersey,2,"Population (midperiod, persons) 1/",8881737,8883577,8887067,8888732,8887079,8885789,8886947,8887321,8884504,8882375,8883517,8884678,8882405
34000,New Jersey,3,Per capita personal income (dollars) 2/,63941,64558,65206,66086,67499,68096,68870,69149,70260,70875,71269,71491,71836
35000,New Mexico,1,"Personal income (millions of dollars, seasonally adjusted)",82124.6,82219.2,82845.2,83743.1,85568.8,86526.5,87923.6,88736.4,90384,91632.2,93044,93555.1,94686.1
35000,New Mexico,2,"Population (midperiod, persons) 1/",2092264,2091777,2092300,2092970,2092793,2092625,2093623,2095045,2095638,2096311,2097702,2099104,2099785
35000,New Mexico,3,Per capita personal income (dollars) 2/,39252,39306,39595,40012,40887,41348,41996,42355,43130,43711,44355,44569,45093
36000,New York,1,"Personal income (millions of dollars, seasonally adjusted)",1260785.9,1271785.4,1286962.6,1324557.4,1328404.2,1340693.8,1350652.6,1347977.3,1373157,1392191,1393877.4,1398410.2,1400686.2
36000,New York,2,"Population (midperiod, persons) 1/",19609850,19594857,19585320,19573880,19555273,19537432,19523761,19507481,19484377,19462607,19447906,19433507,19411689
36000,New York,3,Per capita personal income (dollars) 2/,64293,64904,65711,67670,67931,68622,69180,69101,70475,71532,71672,71959,72157
37000,North Carolina,1,"Personal income (millions of dollars, seasonally adjusted)",447331.8,450781.8,454818.9,462143.6,470398.6,476648.2,480916.2,487483.2,493916.7,499984.2,503851.6,508594.5,512364.2
37000,North Carolina,2,"Population (midperiod, persons) 1/",10227341,10253775,10283931,10313934,10340205,10367111,10396485,10424631,10449061,10474366,10503116,10531579,10556676
37000,North Carolina,3,Per capita personal income (dollars) 2/,43739,43963,44226,44808,45492,45977,46258,46763,47269,47734,47972,48292,48535
38000,North Dakota,1,"Personal income (millions of dollars, seasonally adjusted)",39644.3,39957.4,39558.2,39938.6,41167,41824,42245.4,43354.6,43159.5,43248.7,44394.2,44530.2,44792.8
38000,North Dakota,2,"Population (midperiod, persons) 1/",754838,754835,755419,756298,756949,757653,758663,759744,760595,761513,762776,764138,765090
38000,North Dakota,3,Per capita personal income (dollars) 2/,52520,52935,52366,52808,54385,55202,55684,57065,56744,56793,58201,58275,58546
39000,Ohio,1,"Personal income (millions of dollars, seasonally adjusted)",537724,540433.2,545455.1,552950.5,561706,566213.1,573251.7,577736,584701.1,588194.8,592884,597959.4,600678.8
39000,Ohio,2,"Population (midperiod, persons) 1/",11652040,11656170,11663504,11669573,11671323,11673861,11679668,11684531,11685205,11686993,11692235,11696776,11697843
39000,Ohio,3,Per capita personal income (dollars) 2/,46148,46365,46766,47384,48127,48503,49081,49445,50038,50329,50708,51122,51350
40000,Oklahoma,1,"Personal income (millions of dollars, seasonally adjusted)",168189.4,170902.3,172595.4,174702.4,179830.1,181192.2,183034.8,185150.4,188683.5,188927.3,190285.2,190700,191835.3
40000,Oklahoma,2,"Population (midperiod, persons) 1/",3930110,3930591,3933032,3935903,3937328,3938980,3942899,3947645,3950986,3954705,3959607,3964285,3967791
40000,Oklahoma,3,Per capita personal income (dollars) 2/,42795,43480,43884,44387,45673,46000,46421,46901,47756,47773,48057,48105,48348
41000,Oregon,1,"Personal income (millions of dollars, seasonally adjusted)",196723,199509.1,200914,205170.8,209167.8,211509.9,214598.7,217004.1,220316.3,222725.6,224243.8,228622.2,229764.2
41000,Oregon,2,"Population (midperiod, persons) 1/",4124195,4136806,4149065,4159308,4167967,4176957,4187009,4196579,4204615,4213059,4222819,4232328,4240573
41000,Oregon,3,Per capita personal income (dollars) 2/,47700,48228,48424,49328,50185,50637,51253,51710,52399,52866,53103,54018,54182
42000,Pennsylvania,1,"Personal income (millions of dollars, seasonally adjusted)",669949.7,674059.5,682573.7,692341.5,707811.4,714993.4,725567.5,731921.5,743024.3,751731.3,754483.5,761361.2,764848.4
42000,Pennsylvania,2,"Population (midperiod, persons) 1/",12787816,12786609,12791442,12796953,12797452,12798853,12803123,12805330,12802726,12801309,12804941,12808597,12806842
42000,Pennsylvania,3,Per capita personal income (dollars) 2/,52390,52716,53362,54102,55309,55864,56671,57158,58036,58723,58921,59441,59722
44000,Rhode Island,1,"Personal income (millions of dollars, seasonally adjusted)",54252.3,54915.7,55801.3,56380.7,57459.1,57876.9,57847.5,58791.8,59606.3,60137.7,59658.4,60568.3,60948.8
44000,Rhode Island,2,"Population (midperiod, persons) 1/",1056234,1055766,1056163,1056949,1057401,1057905,1058570,1058969,1059040,1059178,1059736,1060321,1060489
44000,Rhode Island,3,Per capita personal income (dollars) 2/,51364,52015,52834,53343,54340,54709,54647,55518,56283,56778,56296,57123,57472
45000,South Carolina,1,"Personal income (millions of dollars, seasonally adjusted)",208210.2,210134,211849.9,215001.7,218709.3,220646.3,223358,226041.7,230293.9,232215.8,234593.9,237232.6,239108.9
45000,South Carolina,2,"Population (midperiod, persons) 1/",4998454,5013270,5029939,5046561,5061246,5076170,5093044,5110018,5125096,5140496,5157908,5175458,5190999
45000,South Carolina,3,Per capita personal income (dollars) 2/,41655,41916,42118,42604,43213,43467,43856,44235,44935,45174,45482,45838,46062
46000,South Dakota,1,"Personal income (millions of dollars, seasonally adjusted)",43026.5,43187.4,43221.7,43662.6,45232.3,45534.8,45931.7,47566.9,46863.3,46935.8,48399.3,48699.9,48940.4
46000,South Dakota,2,"Population (midperiod, persons) 1/",869283,871605,873703,875329,876592,877938,879569,881164,882470,883865,885538,887196,888559
46000,South Dakota,3,Per capita personal income (dollars) 2/,49497,49549,49470,49881,51600,51866,52221,53982,53105,53103,54655,54892,55078
47000,Tennessee,1,"Personal income (millions of dollars, seasonally adjusted)",298343.2,299733.1,301549.6,306613.4,312030.3,315363.5,320445.2,322220.7,328126.1,331801.8,334267.7,335007.1,336704.2
47000,Tennessee,2,"Population (midperiod, persons) 1/",6686262,6700760,6717598,6734340,6748684,6763519,6779766,6795078,6808037,6821663,6837614,6853514,6866967
47000,Tennessee,3,Per capita personal income (dollars) 2/,44620,44731,44890,45530,46236,46627,47265,47420,48197,48639,48887,48881,49032
48000,Texas,1,"Personal income (millions of dollars, seasonally adjusted)",1325864.8,1345811.8,1367363.5,1390822.5,1421478.2,1436916.5,1454680.3,1468006.8,1496754.3,1513869.4,1532349,1541180.2,1554952.4
48000,Texas,2,"Population (midperiod, persons) 1/",28157456,28247322,28341125,28428837,28507087,28586417,28678618,28774071,28860510,28949025,29046671,29143921,29232784
48000,Texas,3,Per capita personal income (dollars) 2/,47088,47644,48247,48923,49864,50266,50724,51018,51862,52294,52755,52882,53192
49000,Utah,1,"Personal income (millions of dollars, seasonally adjusted)",133712.1,135007.4,137321.8,140133.5,144020.6,145418.5,147288.4,148962.6,153371.1,154122.2,156366.8,158557.8,160032.3
49000,Utah,2,"Population (midperiod, persons) 1/",3079195,3093535,3107903,3121415,3134006,3146830,3160407,3173810,3186351,3199223,3212783,3226182,3239013
49000,Utah,3,Per capita personal income (dollars) 2/,43424,43642,44185,44894,45954,46211,46604,46935,48134,48175,48670,49147,49408
50000,Vermont,1,"Personal income (millions of dollars, seasonally adjusted)",32205.9,32243.9,32522.3,32870.4,33410,33806.9,34107.8,34389.5,35122.1,35238.1,35456.1,35569.8,35804.8
50000,Vermont,2,"Population (midperiod, persons) 1/",624162,624233,624427,624518,624393,624328,624395,624396,624176,624006,624012,623970,623763
50000,Vermont,3,Per capita personal income (dollars) 2/,51599,51654,52083,52633,53508,54149,54625,55076,56270,56471,56820,57006,57401
51000,Virginia,1,"Personal income (millions of dollars, seasonally adjusted)",461892.6,464751.4,469581,476484.3,485066.7,489161.1,495351.6,499671.3,506174.2,511320.5,515988.9,520966.9,525429.8
51000,Virginia,2,"Population (midperiod, persons) 1/",8444845,8456694,8469498,8480218,8488019,8496318,8506761,8516470,8523318,8530915,8541078,8550996,8558259
51000,Virginia,3,Per capita personal income (dollars) 2/,54695,54957,55444,56188,57147,57573,58230,58671,59387,59937,60413,60925,61394
53000,Washington,1,"Personal income (millions of dollars, seasonally adjusted)",425347.1,430469.5,436719.1,446498.7,458641.1,463829.6,471676.7,475448.8,484651.2,492577.2,496596.8,503063.9,506280.4
53000,Washington,2,"Population (midperiod, persons) 1/",7376280,7407079,7436987,7463260,7486910,7511037,7536281,7560002,7581191,7603138,7627049,7650317,7671876
53000,Washington,3,Per capita personal income (dollars) 2/,57664,58116,58723,59826,61259,61753,62587,62890,63928,64786,65110,65757,65992
54000,West Virginia,1,"Personal income (millions of dollars, seasonally adjusted)",69626.5,69642.5,70413.5,71191,72189.4,73198.2,74711.5,75136.3,75415.3,75786.7,75987.3,75711.5,76128.8
54000,West Virginia,2,"Population (midperiod, persons) 1/",1822543,1818705,1815691,1812806,1809231,1805806,1803042,1800279,1796829,1793585,1790898,1788142,1784780
54000,West Virginia,3,Per capita personal income (dollars) 2/,38203,38292,38781,39271,39901,40535,41436,41736,41971,42254,42430,42341,42654
55000,Wisconsin,1,"Personal income (millions of dollars, seasonally adjusted)",281316.3,283365.7,287263,290004.6,296294.4,297957.4,301099.9,304378.9,307992.5,312233,312713,316517,318475.2
55000,Wisconsin,2,"Population (midperiod, persons) 1/",5784347,5787729,5793164,5798332,5801389,5804970,5810073,5814598,5817086,5820217,5825259,5830072,5832851
55000,Wisconsin,3,Per capita personal income (dollars) 2/,48634,48960,49587,50015,51073,51328,51824,52347,52946,53646,53682,54290,54600
56000,Wyoming,1,"Personal income (millions of dollars, seasonally adjusted)",32074.1,32495.8,32704.6,33279.8,34228.2,34619.2,35123.3,35520,36223.9,36465.4,36865.2,36991.2,37251.9
56000,Wyoming,2,"Population (midperiod, persons) 1/",581004,579569,578846,578599,578154,577742,577834,578186,578374,578592,578974,579324,579521
56000,Wyoming,3,Per capita personal income (dollars) 2/,55205,56069,56500,57518,59203,59922,60784,61434,62631,63024,63673,63852,64280
91000,New England,1,"Personal income (millions of dollars, seasonally adjusted)",939347.5,948418.8,959570.4,973354,994745.1,1003342,1014481.4,1021176.1,1042555.4,1049390,1049671.9,1057412.6,1063644
91000,New England,2,"Population (midperiod, persons) 1/",14783335,14790872,14802773,14813168,14818335,14824623,14833411,14839360,14840176,14842419,14850356,14858608,14860561
91000,New England,3,Per capita personal income (dollars) 2/,63541,64122,64824,65709,67129,67681,68392,68815,70252,70702,70683,71165,71575
92000,Mideast,1,"Personal income (millions of dollars, seasonally adjusted)",2960621.8,2983638.7,3017772.6,3080116.5,3120699.1,3149842.8,3182533.9,3191350.9,3243899.5,3282015,3292806,3310892.7,3322526
92000,Mideast,2,"Population (midperiod, persons) 1/",48942314,48935817,48944046,48947890,48933408,48921321,48920651,48913732,48889170,48868431,48865665,48863092,48841577
92000,Mideast,3,Per capita personal income (dollars) 2/,60492,60970,61658,62926,63774,64386,65055,65244,66352,67160,67385,67759,68027
93000,Great Lakes,1,"Personal income (millions of dollars, seasonally adjusted)",2254366.6,2266798.2,2287655.3,2319341.7,2363494.1,2380220.4,2405304.3,2424558.6,2450813.6,2468475.7,2489204.5,2508662,2518514
93000,Great Lakes,2,"Population (midperiod, persons) 1/",46849359,46852559,46870108,46884124,46881166,46881415,46895160,46905693,46899773,46898320,46911188,46921779,46917817
93000,Great Lakes,3,Per capita personal income (dollars) 2/,48119,48382,48808,49470,50415,50771,51291,51690,52256,52635,53062,53465,53679
94000,Plains,1,"Personal income (millions of dollars, seasonally adjusted)",1048361.2,1052485.9,1055091.8,1071506.9,1095157.2,1109075.4,1117288.3,1135560,1142368.6,1150406.3,1169995.4,1177746.5,1185001.9
94000,Plains,2,"Population (midperiod, persons) 1/",21235532,21254628,21280360,21304540,21320856,21338918,21362762,21384685,21399152,21415890,21439060,21461159,21476604
94000,Plains,3,Per capita personal income (dollars) 2/,49368,49518,49581,50295,51366,51974,52301,53102,53384,53717,54573,54878,55176
95000,Southeast,1,"Personal income (millions of dollars, seasonally adjusted)",3735327.8,3765182.6,3800397.4,3864978.9,3931070,3971280.1,4019886.9,4057952.1,4116294.9,4159142.7,4190605.6,4225711.3,4255440.8
95000,Southeast,2,"Population (midperiod, persons) 1/",83367622,83542507,83735625,83914577,84061758,84213324,84386587,84550923,84684194,84823964,84997220,85173013,85313405
95000,Southeast,3,Per capita personal income (dollars) 2/,44805,45069,45386,46058,46764,47157,47637,47994,48608,49033,49303,49613,49880
96000,Southwest,1,"Personal income (millions of dollars, seasonally adjusted)",1870170.8,1895567.4,1924558.4,1955339.5,1999647.2,2019884.6,2045844.9,2065319.5,2105782.9,2129034.2,2154989.2,2168684.9,2187482.3
96000,Southwest,2,"Population (midperiod, persons) 1/",41186787,41300810,41425975,41547062,41653629,41761712,41889473,42022480,42141521,42263524,42398937,42533504,42655819
96000,Southwest,3,Per capita personal income (dollars) 2/,45407,45897,46458,47063,48007,48367,48839,49148,49969,50375,50826,50988,51282
